Rating,Review
1,"It's hard to imagine a worse portrayal of the Britt Reid/Green Hornet character than is portrayed in this film. Nobody expects realism in a Green Hornet film, but the portrayal of the great hero of the dark in this movie was so absurd that it wasn't even funny. Britt was a total waste with no redeeming qualities. The film didn't adequately explain why Kato would follow such a selfish clumsy bungling loser. The producers want us to accept that Kato, who could beat up 20 professional thugs with guns all in one fell swoop, couldn't beat Britt, who had never done any fighting. Somehow, miraculously, Britt became an expert martial arts expert at the very end of the film simply by thinking like Kato. As the film ended and credits came up, my wife said, ""You couldn't pay me to watch this film a second time."" It just goes to show that better filmic technology does not make up for a lousy script and and extremely poor character development. The TV series from decades ago was much better."
1,Anybody who is a DJ knows that Numark sucks. I hate this product so much every time i bought this and used it on my turntables it broke. Never buy this Needle is horrible.
1,"Hi: i ordered an idem for for 7.95 for a sweet dreams sleep mask and when i went to check out they charged me 54.00 what a rip off,look at your check out price they will charge you what they can"
1,I purchased two of these and neither one worked properly. It shows that an AC adapter will power the unit but this did not happen when I tried to do so. Avoid this product.
1,"I rented this movie for, I think, $3.00, and rarely have I ever felt as if I've wasted money so shamefully as I did with this movie. I should have just lit three singles on fire.This paranormal investigator movie was under-produced, overacted, shockingly underdeveloped and horribly written. The plot had potential until the actors opened their mouthes and the dialogue came out.There are some amazing movies on the paranormal. This is not one of them. The only scary thing about this whole mess is that someone produced it and Amazon agreed to put it onto their website for sale."
1,"Personally,I hated it. 30 pages left and there has been absolutly NO excitement! It might just be me but it seemed like one page they were talking about saving turtles and the next a dancing ivory monkey!!! If I havent yet made my point then you must not really be trying to read this! I read this for a class assignment and if I didnt have to read it I would have never heard of it! Honestly I think I'll try to stay away from books by E.L. Konigsburg because reading this book made me think that all her books would be unentertaining. If I could I would only give this book half a star so I advise you NOT to read it!"
1,"Based on the reviews I read, I had high expectations. But I was thoroughly disappointed by the quality of the kayak. 3 leaks in three outings!! All without any punctures from the outside. The quality of the inner tubes is very poor. All leaks were right at the seams, and very close together. I attributed the first one to overinflation. But that was definetely not the case for the next 2. And since they're all within a few inches of each other, I have to attribute the leaks to poor quality. The kayak is also not for people with average or above average size feet. They don't fit inside.This kayak is too unreliable to use outside of a swimming pool! Not even deserving the one star I had to give it.I also have an Advancedframe Kayak, which is wonderful, and absolutely trouble free. That I would give 5 stars!"
1,Are they serious? This was a ridiculous 'yoga' video. Who are these people? I am so tired of 'yoga teachers' (and I use that term loosely for these two) who have nothing creative to offer. This DVD was a waste of time and money. The movements were ridiculously simple and offered no real stretch or benefit to the body. Don't bother with it unless you want to waste your time and money too.
1,We are so dissapointed with this CD. It sounds a lot like the kids do when they are playing in the yard...loud and off key. What a bummer to have paid so much for it!
1,"The picture and description on Amazon.com wasn't anything like what I received. I was very disappointed, especially for the time I waited for it's arrival. I learned my lesson well, DON'T SHOP HERE AGAIN!"
1,"Short version: ReadThe Game: Penetrating the Secret Society of Pickup Artistsinstead. Even reading an internet chat room would be better than this drivel.This is not a book about 'how to' do anything. This is sophomoric stand-up comedy that fails to amuse, inform, or even seem to be attempting either. There is no useful advice in this book, but if you squint real hard, you can see the partially-remembered remains of recycled Andrew Dice Clay drivel mixed into the filler.This book, however, isn't even good enough to be offensive. A Maxim reader would be insulted by this book."
1,"It says ""Remastered."" It is not. These recordings are so bad they sound like old vinyl recordings after being playing a thousand times. By the time I got to ""Hold On,"" I almost couldn't make out what song it was. This is a great disappointment - and a major rip-off. Oh, and by the way, the carriage holding the CDs fell apart - now held together by rubberband."
1,"My son is 18 months old, and had the other FP Aquarium, the round one, he loved the music and the fish, and even played with it, so that we could get a little extra sleep! The music on this new one is terrible! It sounds like funeral music! The water feature is so loud, and isn't very soothing. He cries when he plays with it now, if he plays with it at all. Fisher-price should have never messed with the old version, I use to recommend it often. I won't be recommending this one!"
1,"This book is trite as all get-out, with a gaggle of silly women to-boot. How can the owner of a detective agency not realize he's been embezzled by one of his employees? I made it to page 30 or so, and that was a chore. Maybe I should have given it more of a chance, but there are so many smarter books out there, so why bother? Sorry if you are truly a Crusie fan. I can usually find something good to say about a book, but not this one."
1,"First, this is an opinion based upon personal experience with the Bid Buddy heater and should not reflect adversely upon any seller of the product. Received this heater as a Christmas gift. Out of the box, it did not fully function. The righ-side would not transfer propane to the burner--only the left-side worked. The switch for the fan was permanently ""on"". Did not matter if you switched it to the ""off"" position--the fan continued to operate. If they could not get a simple on/off switch correct, how do I trust the built-n safety switches for tip-over and carbon mono sensing While it appears to be well made, it is not. Again, tired of poor quality management vis-a-vis made in China products."
1,"This is the worst facial hair bleach cream out there. It burned my skin like crazy that I had to call the emergency and poison control center. The marks lasted well over several months. I reported the incident to Sally Hansen, but they never bothered to write back even though I provided all the lot and manufacturing info. DO NOT BUY SALLY HANSEN!"
1,"This is (contrary to popular opinion) a very interesting book about system development methodology -- well thought out and clear. However, the subject matter has almost nothing at all in common with the 70-100 exam. This book addresses high level methodology, but the exam covers lower level technologies such as data and process modeling, and ""extracting"" simple requirements from complex prose. The title of this book is exceedingly misleading. Buyer beware!"
1,My bad for not reading. I overlooked the remastered part. The sample of the song I wanted had no words in it. When I listened to it I thought I was going to fall asleep. My real disappointment was finding that the original is not available as an MP3.
1,"The one star is a boo-hiss for Baen books, which is re-releasing older books under new titles, apparently in an attempt to get customers to buy books they've bought before.This book is actually the books ""Born to Run"" and ""Chrome Circle,"" which are about a human protagonist, various supernatural creatures, and troubled teens. These books were originally part of the SERRAted Edge series of urban (modern) fantasy.The books are okay; not Lackey's best, but anything she writes is going to be worth reading. But not worth paying for *twice*! Shame on Baen books for trying to hoodwink their readers. There was no indication this was a re-issue when I pre-ordered; and even the book itself gave the older titles in small print."
1,"I was thinking of buying this book, but when I read that it is riddled with typos, I declined. Perhaps publishers will get the message that not doing proper editing results in lost sales."
1,I can't believe how tiny this thing is. It wont even allow you to make a blossom for a medium sized onion. It's useless to me. Only buy if you plan on using onions that are about the sizes of a head of garlic.
1,"Kitty Luv does not work for my higher-end system either (workstation class dual core 3GHz, 2GB RAM, NVidia Quadro FX1400 128MB video) even after installing the newest video driver and latest DirectX controls.The game crashes randomly. Patch v1.6 (actually installed as v1.8) takes away all functionality of the original. You can't even feed the cat! I quit before the cat died of starvation.Gamemill has released other unusable software in the past (Big Rigs: Over the Road Racing), it looks like they are doing it again.I just finished writing a letter to tech support to see what they can do."
1,I figured I'd save money and purchase this battery instead of one of Canon's for my S45 camera. My battery never charged. Just blinks red and green. Manufacturere wasn't any help when I finally reached them. Not worth it at all.
1,"The censoring of this movie is the real crime. There was no racism to speak of. The fact that it wasn't an all white cast at the time makes it better, but now it truly is an all white cast. I hate censors trying to tell us how to live. KEEP YOUR OPINIONS WHAT THEY SHOULD BE OPINIONS."
1,This movie is extremely slow and boring. The clip shown on the oscars is the best 1 minute of this movie. The rest of the movie is junk.
1,"The clock is exactly what I thought I was getting, in so far as material quality and appearance. However, the clock portion only worked for a very short time. The minute hand keeps getting hung up on the hour hand, so therefore, it really doesn't do what it's suppose to do. There is no way to take the face of the clock off to adjust the clock hands."
1,Twice I ordered this DVD and both times instead of season eight being in the case season ONE was in it -- Correct case - wrong DVD.... go figure!
1,this movie was awful. Please spare your friends and family. Only buy this for your enemies. GO find a better movie. You'll thank me.
1,"With this book, Montefiore proves he can navigate the Soviet archives. Unfortunately, he also proves that he can't connect two thoughts, write a coherent paragraph, or develop a theme. It seems that he has collected a mountain of quotations, which he can throw at any given historical event. The book reads as if it had been written by a rookie newspaper reporter. Montefiore can travel, in 1 sentence, through disparate unattributed quotes, through apparently irrelevant footnotes, and through myriad points in time. This is not history. It is not even journalism. Don't waste your time or your money on this hugely disappointing collection of words."
1,"I just received this cable in the mail yesterday. I tried to use it today. As soon as I insert the 6-pin side into the port, it is immediately ejected. There is nothing wrong with the port, as I checked it with a 6-pin to 6-pin cable. Both sides of that cable stay in the port just fine. DON'T WASTE YOUR MONEY!"
1,"I bought this item and it arrived incomplete! I had to use an old pieces of equipment (prior lighting fixture) to install the item. I tried to return but Amazon stated it could not be returned only exchanged. I also found I couldn't leave feed back for Amazon items, Very upset!"
1,"I read all the reviews before I bought this from Target and took them all into consideration hoping that I could prevent the problems listed. I cleaned weekly to prevent mold, I put a towel underneath to prevent water leakage, etc...It worked well for one month then I refilled it one morning and when I went to check it an hour later all the water was on the floor and it smelled strongly like something was burning. I cleaned it up and refilled it, then it was making a horribly loud noise. I emailed the company per it's instructions and after emailing them three times they have not replied.It's trash. Spend more money and get a quality humidifier. I recommend Air Swiss which is considerably more expensive but I have owned for over 7 years and still works great."
1,This thing leaks where the plug goes into the base. Overall the coffee maker is built well but I experienced the leak that some other people here have reported. I would not buy again...
1,"Someone else wrote a similar review, so I'm just affirming here: Lost in Translation is one of the best films of this year. It's beautiful, real and emotional and the acting is fantastic.The DVD however is junk. There's no chapter slip inside- just some advertisement for a beer company in Japan. You can't skip through the trailer after trailer at the beginning and the deleted scenes, while nice, are somewhat lacking. I expected a lot more.DO get this movie or at least watch it. But wait for a better DVD version to come out."
1,Do not bother with this purchase. It did not work right from the package.move on to something from your local big box store.
1,"I ordered this book because I have been very happy with DK's travel books. I guess I should have read more carefully: This is a children's book, not a book for travelers. Yes, I know the detailed description says so and I should have read it. But there are probably others who would buy this book based on DK's travel books and without looking at the details. Hence this comment!"
1,"Ordered September 30, 2009. Still not delivered on November 1, 2009. Requested an address change, which seller said was too late. Request posted September 30; book shipped October 2. 2009."
1,"The old saying is the harder something in the market is , the more likely it dont work.This is a lot of mombo jumbo.It may have had its time but the s&p moves more know in 5 min then it did all day back then."
1,"As an avid consumer of books about polymer clays, I was extremely disappointed in this one. It was basically a self- indulgent exploration of the writer's opinions. The artists discussed do NOT go in 5 directions at all. I have numerous books on the subject, every one of which is superior to this one. DON'T buy it!!!"
1,"why is this game so bad? because the graphics are not bad, but they are TOTALLY HERONDOUS!!!! its no wonder the whole team that worked on Final Fantasy VII was fired. Yep, thats right, and no one here will admit it. its a little known fact. So dont buy this game, play FF6 or FF8 instead, both of those are SUPERB FF titles."
1,"I played this game once and it stunk! The music was horrible and the graphics were bad as well. People, my advice is to rent the game first, then buy it. By the way, I beat this game in 3 days."
1,"If you are not already a Jordan fan, DO NOT become one. At least not until he finishes the bloody thing. If you have already been sucked in, do yourself a favor and buy it on sale, because you know you are going to buy it. I'm still not sure it was worth the $12 I paid for it. But then, books 7-10 havent been either. If you have read the short story as it was published in the Legends book, then you have already read this. Oh a little tidbit here and there, but nothing of use or substance. Its an ok book if you have a couple days to kill and nothing else to read. But if you read it and are disappointed, you have been forewarned. And if you read it and think its the greatest thing since sliced bread, well, I'm sure that its best I not say what I'm thinking. Until the next book...."
1,"I received this organizer two years ago for my baby shower and I love the convenience of having everything I need to care for my baby in one neat area at my fingertips as opposed to having to fish through baskets/drawers etc. So when we were expecting again and setting up another nursery, I purchased this product from Amazon. Little did I know that it would arrive broken and the return policy for this item expired 48 hours after it had arrived at my home. I didn't open the box right away as it contained holiday gifts as well- now I'm out the money and I went and purchased another one from a retail store."
1,The resons this moive stinks 1. Sean Connery is way to old.2.This is not like TunderBall shusss. So I gave This moive 1 star. BEWARE JAMES BOND FANS.
1,Bought two. Ran them all spring at opposite ends of the lawn. ABSOLUTELY no help. Not worth any money at all.
1,"I watched this movie recently and was looking around to see if there were any decent arguments about how this is in any way a movie worth watching. So far I have not found any. On positive reviews I see comments about how the movie is ""dark"". If you want to see a ""dark"" movie go see something else. About a third to halfway through the film this thing goes totally off the rails and becomes an incoherent mess. This movie is terribly written and the main character's actions are totally unconvincing. And to those that say he's mentally imbalanced that may be true but his behavior at the beginning and ending of the movie make no sense to his behavior through the rest of it because the script and the acting do not allow the audience to understand his motivations. Bottom line, this movie is totally absurd. It's not ""dark"", it's terrible."
1,I purchased 3 of these for work. They area a poorly re-engineered version of the Micronta I have. The fit and finish of the plastic is poor. The light bulbs shake and don't stay on. One didn't work at all. This is copying at its worst.
1,"I starting taking Leptopril about 3 weeks ago. I did not lose any weight and I felt very out of it the whole time. I had a constant headache and if I didn't eat every hour or so I got nauseous. I took them for so long hoping that my body would get used to the pills, but that never happened. Stay away from these pills!"
1,"read the other reviews. these bags used to work great, but in mid to late 2011 the manufacturer changed the size of the bags. they're now 2"" shorter and are not large enough for large deposits."
1,"I used this product over and over and it's not helping. Sure it takes away the itch, but there's NO WAY it removes the oil. I use it twice a day, I've had poison ivy for FOUR WEEKS now. I just keep getting it in other places. I'm going to go buy Zanfel."
1,"The handle will not stay up when I try to vacuum my carpet, making it a very painful process. The box was not in the best shape and this thing has not worked correctly since arrival.To get them to fix the problem with the broken item I bought they made me drive 30 minutes away to a 3rd party repair shop. This took about 10 days to ""fix"", I briefly tested it at the store and it seemed fine. As soon as I got home and used it for more than 2 minutes the problem returned and the handle would not stay up.I don't know what to do here besides cut my losses and buy another brand, terrible warranty and pitiful product."
1,"I bought this, thinking that with the upright design, I could use it one-handed (handy in the classroom). Not the case. I have to hold the shavings container with one hand and the pencil with the other. If I do not, the shavings container comes just slightly open and the sharpener stops working. In general, I love Panasonic sharpeners, but will go back to the front-loading variety."
1,"I purchase this instrument twice. The first time there were black specks in the lense, so it was returned. The second time was worst, i.e. same black specs but the thing didn't work at all. I have also checked this manufacturer's other models out and most come with the disturbing black specks in the lense. This isn't a quality optical product."
1,"SYNAPSE - is a company that collects $40 each year to renew this subscription for Back Packer Magazine. There is no annual notification and since I was not the receiver of the magazine, I was unaware of it being continued, until I found the charge on my credit card statement."
1,didn't last even 30 days.. it just spreads the dirt it gathers... can't even pick up small hair type of stuff..
1,"Couldn't hold my interest. Too slow, boring. Pass it up - save your money for something you'll remember"
1,"I wouldn't recommend any of Oregon Scientific products. The Weather Station I bought had to be returned within a month because of multiple failures. The replacement lasted about six months.Oregon Scientific is noted for good looking products that have horrible quality control. Look elsewhere, I see some storm chaser teams rely on Davis Instruments equipment. I'm going to look into their products next."
1,"I saw this item and just had to have it! I run a daycare so it get a lot of use. There is one BIG PROBLEM...the tubes inside the sleeves never stay inside the attaching tube! I HATE having to fix it at least 2 or 3 times a week. I thought to return it, but it would have been more of a hassle to return it and the children I have in the daycare LOVE it. So I fix the darn thing! I wouldn't recommend getting this product unless you have time to fix it over and over again."
1,afeni once again continuwes to remix her son's classic songs by updating previous and unreleaesed material again I will not buy this crap I refuse to buy anything released by 2pac that was remixed and corrupted after his untimely demise quit whitewashing pac's music afeni.
1,"As with others who purchased this DVD set, it turned out to be exceedingly disappointing. Not only was the description completely misleading, several of the DVDs are unplayable.I will be requesting a refund. As an act of good faith, Amazon should pull this product (or describe it accurately) and allow other misled customers to return it for refund."
1,"I rarely buy a book without reading the reviews, and after having bought this one without doing so, will never make the same mistake again. What a load of unrealistic rubbish. Besides the weak storyline, the weak and unbelievable characters, the errors made by the author cannot be overlooked. Example: Beatrix was 10 years older than Raymond, yet met him while a debutante? Debutantes are usually around the age of 18 which would have made her somewhat of a cradle snatcher marrying an 8 year old. Even though I only paid $2.99 I feel ripped off. I will avoid this author at all costs in future."
1,"After a little over a year, my M100 died. The problem was diagnosed by an unofficial service center as a dead internal battery (it keeps the unit from losing data while the AAA batteries are being replaced. A call to Palm's 1-800 customer service yielded this solution: buy a new unit! I checked on the Web where I might buy the battery and found out that this is a lemon fault. Palm knows about this factory design defect, but they're not doing anything about it. I'll never buy a Palm again."
1,"The first week, the clipper is broken. 2 months later the plastic case is cracked for no reason. The case is probably made of recycled plastic so the quality is pretty bad. Do not wast your money!"
1,The very worst product I have ever owned from any company. The worst computer I have ever had experience with. There customer service is non existent. There quality control is awful. If you deal with this company you will be ripped off. I would give them a zero if that was an option.
1,"This product was ordered from Amazon.An empty envelope was received. To be fair, it did coontain a packing slip, but the merchandise was not there!Amazon has ignored inquiries.One Star means NO STARS!Caveat emptor!"
1,After washing I was unable to wear - had to throw away. So tight couldn't stand. Totally useless.
1,"The sizing is all lies!! I ordered a medium pair- supposedly able to fit women's size 6-10. I got the socks and it is wayyyyy too big! I'm a size 9, and this was colossal! The knit was also shockingly scratchy for having such a high synthetic fiber content- it has all the scratchiness and discomfort of poor-quality 100% wool! The seam at the bottom of the sock along the toe is poorly sewn up, overly long and bulky; it protrudes into your foot when wearing boots and creates a whole other layer of discomfort along the balls of your feet, since the seam wraps around almost the the underside of one's foot, and actually underneath your foot when the socks are sized for giants. So bummed to have spent so much money that, as a broke college student, I really did not have on such disappointing socks that I now am stuck trying to bum off on some unsuspecting victim."
1,"Bought the Honeywell HZ-910 (very similar model) in early October. Used average of 1-2 hrs / day in corner of garage. Heating element quit in late December, after less than 3 months of use. Don't waste your money."
1,"If you're diabetic you want to bring your cholesterol down so you don't want to have tons of meat and fat as this book suggests. Also, many of the recipes contain sugar or sugar substitute which are extremely bad for diabetics. I am shocked that this book was published by the American Diabetic Society. People need to eat well and healthily, exercise and bring the weight down. I would suggest if you're diabetic, you do some research on your own unless your doctor is pretty progressive. There's a lot of great books out there but this isn't one of them in my opinion."
1,"This book is much like a porn movie that has all sorts of sets and situations but each scene ends the same way. It turns out that every event in American history can be linked to the current Right Wing agenda and anybody who acts contrary to this agenda is berated in this book.If thats what ""patriot"" means I am not sure I want to aspire to be one."
1,"Evryones favorite man-child brings us his bizarre take on World War 2 and its not pretty. OK let me get this straight it was a WORLD war right. Apparently through my schooling i have been terribly lied to. I had no idea Americans single handidly won the war. And boy those Germans are some real cut ups. Mickey Mouse, Betty Grable what gams! Are you not listening to the campy B-movie dialogue in this god awful film? Speilberg needs to stop milking serious events for his own profit. Speilberg the savior of human kind. He's so caring. The Color Purple, Schindlers list, and now this. We must immediatly begin building of a spielberg temple, statues must be erected in his honor for all that he's done for us. He deserves a real pat on the back."
1,I enjoyed Silence of the Lambs tremendously and eagerly dove into Hannibal. I was very disappointed! I actually found the book offensive. Harris seemed determined to cram every variety of evil into this book. It felt as if the book was written to titillate a very perverse segment of the population. This seemed most evident in his depiction of the former child molestor turned child tormentor. I found this so distasteful that I refused to lend or donate the book and threw it away - a first for me! If you felt any connection or admiration for Starling you will be further insulted. I can not in any way recommend this book.
1,I found this novel to be cumbersome and uninspiring. There was not one likable character. I wanted to take Frances by the shoulders and shake some sense into her.
1,"Not heavy duty at all. Not sure it will hold anything.I ordered two sets and am going to throw them away, not going to waste postage to return. I'm surprised Amazon would sell this junk,a mistake I will not repeat.GrillPro 60120 Replacement Rotisserie Meat Forks"
1,"After using it once and washing it, I saw the plastic cylindrical tube that holds the injection liquid was shattered/cracked. No longer safe to use with food. I tried calling the manufacturer to get a replacement, and they do not support this product. It is a piece of junk. Do not buy it."
1,"I bought it thinking it would be an improvement over my older George Foreman since it had removable griddles for easy clean-up. Turns out cleaning the griddles is easier BUT the splatter from anything other than thin, flat sandwiches is a 30-minute clean-up with 409 [countertops, counter backsplash, under-cabinet, unit's exterior especially knobs]. And I'm talking about cooking with the cover DOWN! I would never try cooking any meats or vegetables with the lid open. And I'm surprised they couldn't engineer it so that the griddles would fit either side."
1,"I loved the commercial - it made it look like a lot of fun but its not.My son received it as a gift at 6 months old and would sit in front of it but I had to do all the stacking, button pushing, etc... this is expected at that age. But now he's 14 months old and still has no interest in the toy. I kept pulling it out but other than clapping to the 1 and only song, it was not fun for him. My friends who have the same toy had the same reaction from their kids.I finally put it out on the street the other day - it wasn't worth the space it was taking up. There are MUCH better music and building toys out there - don't waste your money with this one."
1,*sigh*This is pretty disgusting stuff New Line is doing with this franchise. It says the Extended Edition is expected to release in 2011-2012... seriously? Very pathetic. Then to top it off they are re-releasing this. What a sad joke... >_>
1,"Choppy cinematography, poor characterization, and an incoherent plot. I'm not sure what the director was trying to accomplish, but the film as presented is practically incomprehensible. The fight choreography is nothing special, and the dialogue seems to lurch from one non sequitur to another. One gets the impression that better editing could have produced a very different (and possibly superior) film, but what is there just doesn't hold together."
1,The item arrived on time. The flavor might have been better if it was fresh. All I know is that the cake tasted stale. Very disappointed with my purchase. Not seeking a refund because this may be a subjective thing.
1,I wouldnt waste one penny on this and make these greedy parents even more rich. They dont deserve it and they need to get off the gravy train and BE with their kids and stop letting nannies and anyone else raise their kids. Its truly disgusting.
1,"Sir,The dvd purchased from you does not run regularly as the colour goes up and down in clarity. I dont know why it is like that. I have also played it on my PC and the result is the same.Please confirm whether you can help me in this amtter.Suresh."
1,"This audio card is good if you are only going to connect to two channels, and don't even expect actual 3D sound, no the left front and back will play the same thing also the right front and back. So if you are actually looking for a just stereo sound card this is what you are looking for. I almost forgot to tell you, it is a pain in the back to get the drivers, and when you get the drivers in startech.com you can install it but then wait until your screen turns blue... yes the blue screen we all fear... My advice is don't buy it! i will have to buy another one. i would give it -2 stars but that's not possible :("
1,"it irritated me how much everything about this CD was stina nordenstam-ish. the only semi-good song is 'stay tuned'. i ADORE good music and can normally find SOMETHING to appreciate in almost any cd, but this was not worth my coinage.:("
1,"I know beginners need a book wich talks about only a few topics, the most important. And it must be clear and not too deep way. But it doesn't mean you can take a time with each topic. This book passes over every chapter at the speed of light, leaving many issues unexplained.To all of this, it must be added the fact that the book costs as much as other really wonderfull and longer books.It's been frustrating that feeling I had while reading, as I have wasted my money and I'll have to buy another. Any search in google for oracle tutorials gives more information than that book."
1,"I bought one of these for a Halloween party. The lighting effect looks great, when the product is working. The gears inside would bind up in several spots. This caused the ball to constantly lock up. This is a big disappointment. We were all excited to have a mirror ball for the party. It is too late to get it replaced before the event... The locking ring for the light was also screwed on crooked from the factory. This bent the ring slightly. I was able to fix that, but its another indication that there is absolutely no concern about quality. Buy at your own risk."
1,"The book has some nice stories of how Dona B..got her life together through meeting Don Miguel..Other than that there is not much to the book.. It is nothing like the 4 agreements, except that she makes a few more which are basically spin offs of the Ruiz books..not actually any new information."
1,THIS IS NOT ELECTRO!!!! go listin to a little group called Jackal & Hyde and find out what electro music really is!!!!
1,"I cannot understand the good critics I have read about this book. I don't like to leave books unfinished, but when I had reached the second person that Eddie meets in heaven, I could not read one more word... I find this book terribly boring, easy and unrefined, bad literature, that doesn't know how to transmit feelings. Moreover it is supposed to be a lesson of morality, but it is such an empty morality. Does not inspire me at all. I definitely do not recommend this book to people who like real, good literature."
1,"While this is a pretty book with tempting pictures, the recipes are just not low carbohydrate. Just a short thumb through the recpies shows the following carb counts **per serving**: 66 grams: Winter Casserole Soup and Grilled Cinnamon Oranges, 47 grams: Cheese and Roasted Red-Pepper Stuffed Endive with Bran Cereal, and the list goes on. To be fair, there are some recipes with carb counts in the teens and twenties, but that is even too high for a person with high carbohydrate sensitivity. A second problem is that the recipes are way too fancy for every-day cooking. These are not staple-type recipes, but instead recipes for the gourmet cook wannabe. I'm sure there's a place for this cookbook, but I wish I hadn't purchased it myself, as FOR ME it was a waste of money."
1,"there is no resemblance to the band that put out two masterpieces in their debut and 'candy o'. 'shake it up' was the beginning of the end, but still had a few decent tracks on it. (cruiser, since you're gone). this is most certainly the end. if you like drum machines and synthesizers over good rock and roll, buy this one. if not, buy the first two.gets one star for drive, a cheesy song, but great vocals by benjamin orr. r.i.p."
1,"Product sent was not product that was pictured. Replacement continuously leaks and fails. Poor quality. Unfortunately, waited too long to ask for a refund. Kept thinking I could get it to work. Don't purchase."
1,"The DVD said it was ""like new"". However, it does have some places where it stops for a moment, then proceeds. I'm not a fan of the leaders first giving directions in Spanish, then in English. The music in the background has much less volume than the leaders. So in order to enjoy/hear the music so you can have fun dancing, you have to turn it up really loud, in turn the leaders are loud."
1,"After much research for an automatic pet feeder, I decided on this one because of the great reviews and the brand name I trust. I purchased the feeder for my 7 month old Beagle puppy in September to use throughout the day (for her snacks) while she's home alone. Within 2 hrs of testing it, she figured out how to get to the other 4 meals. Now, 4 months later, it takes her about 2 minutes to go through all 5 trays. I regret not sending the product back for a full refund. The feeder now just sits in the corner of the house...unused."
1,"Be aware that this edition is ""retold"" in order to make it ""easy"".The words are not the author's and this editiondoesn't have all the chapters that are on the original book.Unfortunately these facts are not part of the product description."
1,"This movie has bad acting, an awful plot, and it was just boring. The only redeeming value of this movie was the special effects of the nuclear explosion. The rest of it was a waste the time and money. Skip it!"
1,"I started reading this book thinking it would give a visual of the Bible brought to life through the eyes of women. However, I could not get into it as after several chapters I felt it was soft porn for women. This is the second time I attempted this book. I tried several years ago after it was recommended to me and put it down within a few chapters. I now remember why I did not finish the book.The author does a great job from what I read of giving the characters personality, so this is not an opinion on the authors skills, but I just personally did not enjoy the details of the sexual aspects and truly felt it could be rated as soft porn for women."
1,This battery is not working. I have ordered this battery for Sony Cybershot DSC-P100. I have received the battery on time and I charged it for hours but it doesn't seem to be working. The camera powers up and immediately switches off. I don't know may be I got the wrong one. It is real waste of time. I am going to return this and not going to recommend this to anyone based on my experience.
1,I have read many books on the Middle East. Some of which relate to this issue. This book is by far the worst I have ever read. It was long and boring. I had to skip many parts just to get through the book. This was such an important issue. She should have written it differently. I would not recommend this book to anyone.
